STATE,CONSTITUENCY,YEAR,% ELECTORS,% VOTES,AGE,CATEGORY,GENERAL VOTES,NAME,PARTY,POSTAL VOTES,SEX,SYMBOL,VOTES
Bihar,Vaishali,2014,0.79,1.34,40,GEN,12369,JITENDRA PRASAD,IND,0,M,Balloon,12369
Bihar,Vaishali,2014,0.97,1.64,66,GEN,15178,BALENDRA SINGH,IND,0,M,Bottle,15178
Bihar,Vaishali,2014,1.43,2.43,30,GEN,22455,DR. MOHAMMAD NABI,IND,0,M,Brief Case,22455
Bihar,Vaishali,2014,0.53,0.89,58,GEN,8254,MOHAMMAD UMAR,IND,0,M,Battery,8254
Bihar,Vaishali,2014,0.74,1.25,28,GEN,11540,RANJEET KUMAR JHA,IND,0,M,Auto-,11540
Bihar,Vaishali,2014,0.46,0.78,42,GEN,7182,RAM PUKAR RAI,IND,0,M,Basket,7182
Bihar,Vaishali,2014,0.35,0.59,38,GEN,5483,RAMESHWAR SAH,IND,0,M,Ceiling Fan,5483
Bihar,Vaishali,2014,0.17,0.29,41,GEN,2667,LALJI KUMAR RAKESH,IND,0,M,Coconut,2667
Bihar,Vaishali,2014,0.19,0.32,43,GEN,2983,SANDHYA DEVI,IND,0,F,Diesel,2983
Bihar,Gopalganj,2014,6.07,11.11,46,SC,100417,ANIL KUMAR,JD(U),2,M,Arrow,100419
Bihar,Gopalganj,2014,1.01,1.85,30,SC,16751,CHANDRADIP RAM,BSP,0,M,Elephant,16751
Bihar,Gopalganj,2014,28.93,52.99,42,SC,478758,JANAK RAM,BJP,15,M,Lotus,478773
Bihar,Gopalganj,2014,11.59,21.23,58,SC,191832,DR. JYOTI BHARTI,INC,5,F,Hand,191837
Bihar,Gopalganj,2014,0.38,0.69,47,SC,6264,JALESHWAR NATH,BMUP,0,M,Cot,6264
Bihar,Gopalganj,2014,0.75,1.37,30,SC,12423,JITENDRA MANJHI,CPI(ML),0,M,Flag with,12423
Bihar,Gopalganj,2014,0.43,0.79,48,SC,7147,RAMASHANKAR RAM,RJJM,0,M,Ceiling Fan,7147
Bihar,Gopalganj,2014,0.28,0.51,46,SC,4586,SUNITA KUMAR,SP,0,F,Bicycle,4586
Bihar,Gopalganj,2014,0.29,0.52,33,SC,4717,SURENDRA PASWAN,RBCP,0,M,Battery,4717
Bihar,Gopalganj,2014,1.01,1.85,46,SC,16680,SURENDRA RAM,BED,0,M,Cauliflower,16680
Bihar,Gopalganj,2014,0.84,1.55,39,SC,13983,DINANATH MANJHI,IND,0,M,Kite,13983
Bihar,Gopalganj,2014,0.51,0.94,42,SC,8491,MUDRIKA BAITHA,IND,0,M,Almirah,8491
Bihar,Gopalganj,2014,0.86,1.57,34,SC,14162,RAM KUMAR MANJHI,IND,0,M,Air,14162
Bihar,Gopalganj,2014,0.57,1.05,35,SC,9509,SATEYNDRA BAITHA,IND,0,M,Auto-,9509
Bihar,Siwan,2014,23.83,42.16,48,GEN,372659,OM PRAKASH YADAV,BJP,11,M,Lotus,372670
Bihar,Siwan,2014,0.93,1.65,42,SC,14584,GANESH RAM,BSP,0,M,Elephant,14584
Bihar,Siwan,2014,5.07,8.96,45,GEN,79239,MANOJ KUMAR SINGH,JD(U),0,M,Arrow,79239
Bihar,Siwan,2014,16.55,29.28,41,GEN,258818,HENA SHAHAB,RJD,5,F,Hurricane,258823
Bihar,Siwan,2014,5.18,9.16,49,GEN,81006,AMAR NATH YADAV,CPI(ML),0,M,Flag with,81006
Bihar,Siwan,2014,0.61,1.08,38,GEN,9580,KHALIL MIYA,GGP,0,M,Kite,9580
Bihar,Siwan,2014,0.17,0.30,36,GEN,2611,NAGENDRA TIWARI,LKJP,0,M,Auto-,2611
Bihar,Siwan,2014,0.21,0.37,41,GEN,3250,NARAD PNDIT,JPJD,0,M,Diesel,3250
Bihar,Siwan,2014,0.26,0.45,44,SC,4016,PARAMANAND GOND,SWSP,0,M,Pressure,4016
Bihar,Siwan,2014,0.36,0.64,41,SC,5683,PARMESHWAR,BMUP,0,M,Cot,5683
Bihar,Siwan,2014,0.57,1.00,36,GEN,8851,RANJAN KUMAR,BVM,0,M,Basket,8851
Bihar,Siwan,2014,0.75,1.33,28,GEN,11757,RAM BINAY RAY,BED,0,M,Cauliflower,11757
Bihar,Siwan,2014,0.67,1.19,43,GEN,10542,SATYA PRAKASH,AAAP,0,M,Broom,10542
Bihar,Maharajganj,2014,19.53,37.88,50,GEN,320645,JANARDAN SINGH,BJP,108,M,Lotus,320753
Bihar,Maharajganj,2014,0.68,1.32,49,GEN,11187,NAGENDRA PRASAD,BSP,2,M,Elephant,11189
Bihar,Maharajganj,2014,17.19,33.34,61,GEN,282171,PRABHU NATH SINGH,RJD,167,M,Hurricane,282338
Bihar,Maharajganj,2014,9.10,17.65,54,GEN,149436,MANORANJAN SINGH,JD(U),47,M,Arrow,149483
Bihar,Maharajganj,2014,0.29,0.57,43,SC,4796,BYAS MANJHI,BMUP,0,M,Cot,4796
Bihar,Maharajganj,2014,0.39,0.76,40,GEN,6429,RINA RANI,AAAP,1,F,Broom,6430
Bihar,Maharajganj,2014,0.71,1.37,38,GEN,11598,UMASHANKAR TIWARI,IND,1,M,Cauliflower,11599
Bihar,Maharajganj,2014,0.65,1.25,63,GEN,10601,DR. GOPAL PRASAD,IND,1,M,Bat,10602
Bihar,Maharajganj,2014,1.05,2.03,68,GEN,17186,BRINDA PATHAK,IND,0,M,Kite,17186
Bihar,Maharajganj,2014,0.54,1.05,57,GEN,8874,SHIV NATH MAHTO,IND,0,M,Coconut,8874
Bihar,Saran,2014,1.01,1.79,46,GEN,15484,BAL MUKUND,BSP,16,M,Elephant,15500
Bihar,Saran,2014,23.08,41.12,53,GEN,354738,RAJIV PRATAP RUDY,BJP,382,M,Lotus,355120
Bihar,Saran,2014,20.42,36.38,61,GEN,313878,RABRI DEVI,RJD,294,F,Hurricane,314172
Bihar,Saran,2014,6.95,12.39,53,GEN,106916,SALEEM PERWEZ,JD(U),92,M,Arrow,107008
Bihar,Saran,2014,0.18,0.33,29,SC,2818,NIRAJ RAM,BMUP,0,M,Cot,2818
Bihar,Saran,2014,0.33,0.59,60,GEN,5097,PARMATMA SINGH,AAAP,2,M,Broom,5099
Bihar,Saran,2014,0.21,0.37,27,GEN,3217,RANJAN KUMAR,JMBP,0,M,Ring,3217
Bihar,Saran,2014,0.63,1.13,33,GEN,9747,RAJESH KUMAR,BED,0,M,Cauliflower,9747
Bihar,Saran,2014,0.95,1.70,62,ST,14688,LALAN PRASAD,IND,0,M,Dolli,14688
Bihar,Saran,2014,0.65,1.15,39,GEN,9956,LALU RAI,IND,1,M,Pressure,9957
Bihar,Hajipur,2014,0.77,1.40,67,SC,12682,DHANESHWAR RAM,BSP,6,M,Elephant,12688
Bihar,Hajipur,2014,5.81,10.58,93,SC,95701,RAM SUNDAR DAS,JD(U),89,M,Arrow,95790
Bihar,Hajipur,2014,27.62,50.31,67,SC,454874,RAMVILAS PASWAN,LJP,778,M,Bungalow,455652
Bihar,Hajipur,2014,13.95,25.41,57,SC,229816,SANJEEV PRASAD,INC,336,M,Hand,230152
Bihar,Hajipur,2014,0.54,0.99,49,SC,8957,UJJAWAL KANT,BMF,0,M,Almirah,8957
Bihar,Hajipur,2014,0.22,0.41,32,SC,3711,RANDHIR KUMAR RAM,BJKVP,0,M,Cup &,3711
Bihar,Hajipur,2014,0.38,0.70,27,SC,6339,RAJ KR. PASWAN,AAAP,5,M,Broom,6344
Bihar,Hajipur,2014,0.24,0.43,37,SC,3880,RINA RAGNI,BMUP,2,F,Cot,3882
Bihar,Hajipur,2014,0.19,0.35,38,SC,3198,VIDHAN CHANDRA,SJP(R),0,M,Battery,3198
Bihar,Hajipur,2014,0.25,0.46,50,SC,4183,VIRCHANDRA,SP,2,M,Bicycle,4185
Bihar,Hajipur,2014,0.19,0.36,48,SC,3216,SATYA NARAYAN,AIFB,0,M,Lion,3216
Bihar,Hajipur,2014,0.54,0.98,41,SC,8896,UPENDER RAM,IND,0,M,Air,8896
Bihar,Hajipur,2014,1.28,2.32,43,SC,21045,DINA NATH RAM,IND,0,M,Auto-,21045
Bihar,Hajipur,2014,1.48,2.69,30,SC,24399,VIPHIYA DEVI,IND,0,F,Balloon,24399
Bihar,Hajipur,2014,0.46,0.83,48,SC,7544,SURESH PASWAN,IND,0,M,Black Board,7544
Bihar,Ujiarpur,2014,8.39,13.93,51,GEN,119669,ASHWAMEDH DEVI,JD(U),0,F,Arrow,119669
Bihar,Ujiarpur,2014,18.01,29.91,45,GEN,256881,ALOK KUMAR MEHTA,RJD,2,M,Hurricane,256883
Bihar,Ujiarpur,2014,1.07,1.77,34,GEN,15198,DHARMENDRA SAHANI,BSP,0,M,Elephant,15198
Bihar,Ujiarpur,2014,22.25,36.95,48,GEN,317339,NITYANAND RAI,BJP,13,M,Lotus,317352
Bihar,Ujiarpur,2014,3.72,6.18,67,GEN,53044,RAM DEO VERMA,CPM,0,M,"Hammer,",53044
Bihar,Ujiarpur,2014,0.39,0.66,41,GEN,5631,AMRENDRA KUMAR,RKSP,0,M,FLUTE,5631
Bihar,Ujiarpur,2014,0.40,0.66,36,GEN,5669,KISHOR KUMAR,BLSP,0,M,Ceiling Fan,5669
Bihar,Ujiarpur,2014,0.84,1.40,37,GEN,11990,JITENDRA KUMAR RAI,SHS,0,M,Cauliflower,11990
Bihar,Ujiarpur,2014,0.18,0.30,27,GEN,2536,MD. TAHIR ARAMAN,NADP,0,M,Stethoscope,2536
Bihar,Ujiarpur,2014,0.17,0.29,45,GEN,2482,PRITHIVINATH,MHD,0,M,Scissors,2482
Bihar,Ujiarpur,2014,0.22,0.37,42,GEN,3152,PREM LATA DEVI,JPJD,0,F,Diesel,3152
Bihar,Ujiarpur,2014,0.49,0.81,37,GEN,6967,PHOOL BABU SINGH,CPI(ML),0,M,Flag with,6967
Bihar,Ujiarpur,2014,0.54,0.89,33,GEN,7661,MADHURI,BMUP,0,F,Cot,7661
Bihar,Ujiarpur,2014,0.55,0.91,51,GEN,7810,MITHILESH KUMAR,JMM,0,M,Table Lamp,7810
Bihar,Ujiarpur,2014,0.56,0.93,63,GEN,7969,VINDESHWARI SAHNI,PSS,0,M,Bread,7969
Bihar,Ujiarpur,2014,0.88,1.46,42,GEN,12520,SHIVANI UMANI,JDR,0,M,Battery,12520
Bihar,Ujiarpur,2014,0.63,1.04,71,GEN,8917,SURESH CHAUDHARI,AAAP,0,M,Broom,8917
Bihar,Ujiarpur,2014,0.29,0.49,29,GEN,4201,ARJUN KUMAR SAH,IND,0,M,Bat,4201
Bihar,Ujiarpur,2014,0.22,0.36,31,SC,3098,MINTU PASWAN,IND,0,M,Auto-,3098
Bihar,Samastipur,2014,17.52,30.53,59,SC,263528,DR. ASHOK KUMAR,INC,1,M,Hand,263529
Bihar,Samastipur,2014,13.30,23.18,43,SC,200120,MAHESHWAR HAZARI,JD(U),4,M,Arrow,200124
Bihar,Samastipur,2014,0.85,1.48,62,SC,12813,RAM CHANDRA RAM,BSP,0,M,Elephant,12813
Bihar,Samastipur,2014,17.97,31.33,53,SC,270391,RAM CHANDRA,LJP,10,M,Bungalow,270401
Bihar,Samastipur,2014,0.49,0.86,25,SC,7423,AMIT KUMAR,SJP(R),0,M,Battery,7423
Bihar,Samastipur,2014,0.44,0.76,28,SC,6603,ASHOK PASWAN,BMUP,0,M,Cot,6603
Bihar,Samastipur,2014,0.66,1.15,41,SC,9954,GANESH KUMAR,AAAP,0,M,Broom,9954
Bihar,Samastipur,2014,0.64,1.12,43,SC,9665,LAL BAHADUR SADA,CPI(ML),0,M,Flag with,9665
Bihar,Samastipur,2014,1.05,1.83,59,SC,15836,BALESHWAR PASWAN,JDR,1,M,Almirah,15837
Bihar,Samastipur,2014,0.79,1.37,27,SC,11813,VIJAY KUMAR RAM,ravp,0,M,Scissors,11813
Bihar,Samastipur,2014,0.82,1.43,44,SC,12322,SHATRUDHAN KUMAR,RKSP,0,M,Telephone,12322
Bihar,Samastipur,2014,0.90,1.56,35,SC,13504,MITHILESH KUMAR,IND,0,M,Air,13504
Bihar,Begusarai,2014,20.80,34.31,54,GEN,369699,MD. TANVEER,RJD,193,M,Hurricane,369892
Bihar,Begusarai,2014,24.08,39.72,75,GEN,427987,BHOLA SINGH,BJP,240,M,Lotus,428227
Bihar,Begusarai,2014,10.83,17.87,68,GEN,192592,RAJENDRA PRASAD,CPI,47,M,Ears of,192639
Bihar,Begusarai,2014,0.51,0.84,47,GEN,9013,RAM PADARATH,BSP,1,M,Elephant,9014
Bihar,Begusarai,2014,0.27,0.45,28,GEN,4858,PINKI DEVI,BMUP,0,F,Cot,4858
Bihar,Begusarai,2014,0.49,0.80,56,GEN,8633,SUNIL KUMAR,AAAP,6,M,Broom,8639
Bihar,Begusarai,2014,0.19,0.31,37,GEN,3344,HARI KANT PRASAD,BBC,0,M,Auto-,3344
Bihar,Begusarai,2014,0.19,0.31,29,SC,3323,PANKAJ PASWAN,IND,0,M,Almirah,3323
Bihar,Begusarai,2014,0.19,0.32,44,GEN,3405,MOHAMMAD JAVED,IND,0,M,Air,3405
Bihar,Begusarai,2014,0.26,0.43,45,GEN,4605,RAJENDRA YADAV,IND,0,M,Balloon,4605
Bihar,Begusarai,2014,0.68,1.13,37,SC,12143,VAIJ NATH PASWAN,IND,0,M,Basket,12143
Bihar,Begusarai,2014,0.63,1.03,35,GEN,11144,SUSHIL KUMAR,IND,0,M,Bat,11144
Bihar,Khagaria,2014,15.78,26.53,39,GEN,237772,KRISHNA KUMARI,RJD,31,F,Hurricane,237803
Bihar,Khagaria,2014,20.83,35.01,47,GEN,313736,CHOUDHARY,LJP,70,M,Bungalow,313806
Bihar,Khagaria,2014,1.63,2.73,43,GEN,24489,JAGDISH CHANDRA,CPM,1,M,"Hammer,",24490
Bihar,Khagaria,2014,14.62,24.58,57,GEN,220289,DINESH CHANDRA,JD(U),27,M,Arrow,220316
Bihar,Khagaria,2014,0.43,0.72,36,GEN,6480,RAJESH KUMAR,BSP,0,M,Elephant,6480
Bihar,Khagaria,2014,0.30,0.50,33,GEN,4522,GANESH MUKHIYA,SKLP,0,M,Balloon,4522
Bihar,Khagaria,2014,0.27,0.45,71,GEN,4053,TEJ BAHADUR SINGH,PSS,0,M,Bread,4053
Bihar,Khagaria,2014,0.35,0.58,58,GEN,5215,BRAHAMDEO MUKHIA,RND,0,M,Almirah,5215
Bihar,Khagaria,2014,0.44,0.74,39,GEN,6651,MAKKHAN SAH,SJP(R),0,M,Battery,6651
Bihar,Khagaria,2014,0.38,0.64,31,GEN,5722,RAJEEV RANJAN,LD,0,M,Air,5722
Bihar,Khagaria,2014,0.96,1.62,50,GEN,14490,DR. SWAMI,AAAP,1,M,Broom,14491
Bihar,Khagaria,2014,0.99,1.67,53,GEN,14926,UMESH CHANDRA,IND,0,M,Basket,14926
Bihar,Khagaria,2014,0.92,1.55,41,GEN,13888,SATISH PRASAD,IND,0,M,Bat,13888
Bihar,Bhagalpur,2014,7.85,13.58,40,GEN,132256,ABU QAISER,JD(U),0,M,Arrow,132256
Bihar,Bhagalpur,2014,0.67,1.16,33,GEN,11265,NAUSHABA KHANAM,BSP,0,F,Elephant,11265
Bihar,Bhagalpur,2014,21.81,37.74,38,GEN,367619,SHAILESH KUMAR,RJD,4,M,Hurricane,367623
Bihar,Bhagalpur,2014,21.25,36.76,45,GEN,358083,SYED SHAHNAWAZ,BJP,55,M,Lotus,358138
Bihar,Bhagalpur,2014,0.48,0.82,57,GEN,8025,KUMKUM SINGH,BVM,0,F,Basket,8025
Bihar,Bhagalpur,2014,0.19,0.33,35,GEN,3251,GAURAV KUMAR,NTP,0,M,Coat,3251
Bihar,Bhagalpur,2014,0.19,0.32,28,ST,3147,NISHI KANT MANDAL,BMUP,0,M,Cot,3147
Bihar,Bhagalpur,2014,0.14,0.25,47,GEN,2416,PUROSOTTAM,SP,0,M,Bicycle,2416
Bihar,Bhagalpur,2014,0.35,0.60,55,GEN,5827,PROF. YOGENDRA,AAAP,3,M,Broom,5830
Bihar,Bhagalpur,2014,0.34,0.59,30,GEN,5778,RINKI KUMARI,CPI(ML),0,F,Flag with,5778
Bihar,Bhagalpur,2014,0.18,0.31,52,GEN,3005,VIREN DAS,SaBP,0,M,Cup &,3005
Bihar,Bhagalpur,2014,0.28,0.49,52,GEN,4734,ANAND KUMAR JAIN,IND,0,M,Kite,4734
Bihar,Bhagalpur,2014,0.75,1.30,35,GEN,12710,INDRADEO KUMAR,IND,0,M,Gas,12710
Bihar,Bhagalpur,2014,0.55,0.95,57,GEN,9295,MAHADEO KUMAR,IND,0,M,Balloon,9295
Bihar,Bhagalpur,2014,0.31,0.53,31,GEN,5165,RANJAN KUMAR,IND,0,M,Stool,5165
Bihar,Bhagalpur,2014,1.12,1.94,47,GEN,18937,RAMJEE MANDAL,IND,0,M,Ceiling Fan,18937
Bihar,Bhagalpur,2014,0.42,0.73,40,GEN,7122,SIKANDAR TANTI,IND,0,M,Coconut,7122
Bihar,Bhagalpur,2014,0.20,0.35,30,GEN,3444,SUMAN KUMAR,IND,0,M,Glass,3444
Bihar,Banka,2014,18.40,31.71,60,GEN,285148,JAI PRAKASH,RJD,2,M,Hurricane,285150
Bihar,Banka,2014,17.75,30.58,54,GEN,274980,PUTUL KUMARI,BJP,26,F,Lotus,275006
Bihar,Banka,2014,14.24,24.54,50,GEN,220703,SANJAY KUMAR -I,CPI,5,M,Ears of,220708
Bihar,Banka,2014,0.68,1.17,58,GEN,10558,SANJAY KUMAR-II,BSP,0,M,Elephant,10558
Bihar,Banka,2014,0.15,0.25,63,GEN,2266,UMAKANT YADAV,BMUP,0,M,Cot,2266
Bihar,Banka,2014,0.16,0.28,35,GEN,2481,DEEPAK KUMAR,SUCI,0,M,Glass,2481
Bihar,Banka,2014,0.39,0.67,43,GEN,6057,NIRAJ KUMAR,AAAP,1,M,Broom,6058
Bihar,Banka,2014,0.15,0.25,55,GEN,2280,MAHBOOB ALAM,BMF,0,M,Almirah,2280
Bihar,Banka,2014,0.19,0.33,31,GEN,2977,MITHLESH KUMAR,NLP,0,M,Ceiling Fan,2977
Bihar,Banka,2014,0.16,0.27,42,GEN,2405,MUKESH KUMAR,BEMP,0,M,Kite,2405
Bihar,Banka,2014,0.28,0.48,59,GEN,4317,VIJAY BHARTI,ravp,0,M,Scissors,4317
Bihar,Banka,2014,0.28,0.49,63,GEN,4411,SUBODH NARAYAN,AITC,1,M,Flowers and,4412
Bihar,Banka,2014,0.30,0.52,48,GEN,4721,AKHIL BHARTIYA,IND,0,M,Auto-,4721
Bihar,Banka,2014,0.83,1.43,53,GEN,12871,ALIMUDDIN ANSARI,IND,0,M,Batsman,12871
Bihar,Banka,2014,0.74,1.28,70,GEN,11520,INDRARAJ SINGH,IND,0,M,Basket,11520
Bihar,Banka,2014,1.99,3.43,38,GEN,30814,NARESH KUMAR,IND,0,M,Saw,30814
Bihar,Banka,2014,0.71,1.23,59,GEN,11056,SARGUN SAH,IND,0,M,Air,11056
Bihar,Munger,2014,0.65,1.23,63,GEN,11225,KAMLESHWARI,BSP,0,M,Elephant,11225
Bihar,Munger,2014,10.64,20.01,33,GEN,182956,PRAGATI MEHTA,RJD,15,M,Hurricane,182971
Bihar,Munger,2014,14.18,26.66,60,GEN,243818,RAJIV RANJAN SINGH,JD(U),9,M,Arrow,243827
Bihar,Munger,2014,20.52,38.59,41,GEN,352863,VEENA DEVI,LJP,48,F,Bungalow,352911
Bihar,Munger,2014,2.93,5.52,51,GEN,50464,ASHOK KUMAR SINGH,SHS,5,M,Bow &,50469
Bihar,Munger,2014,0.27,0.52,47,GEN,4710,PRAMOD KUMAR,SUCI,0,M,Glass,4710
Bihar,Munger,2014,0.39,0.74,59,GEN,6769,RAM BADAN RAI,SP,0,M,Bicycle,6769
Bihar,Munger,2014,0.23,0.43,49,GEN,3956,SHANKAR PRASAD,BMUP,0,M,Cot,3956
Bihar,Munger,2014,0.43,0.82,28,GEN,7476,SANDEEP,AAAP,5,M,Broom,7481
Bihar,Munger,2014,0.30,0.56,40,SC,5113,SURYODAY PASWAN,SaBP,0,M,Cup &,5113
Bihar,Munger,2014,0.65,1.22,41,GEN,11122,UCHIT KUMAR,IND,0,M,Air,11122
Bihar,Munger,2014,0.60,1.12,54,GEN,10264,MUZAFFAR,IND,0,M,Auto-,10264
Bihar,Munger,2014,0.47,0.89,43,GEN,8112,SHARWAN KUMAR,IND,0,M,Balloon,8112
Bihar,Nalanda,2014,6.52,13.81,64,GEN,127258,ASHISH RANJAN,INC,12,M,Hand,127270
Bihar,Nalanda,2014,16.50,34.93,49,GEN,321938,KAUSHLENDRA,JD(U),44,M,Arrow,321982
Bihar,Nalanda,2014,1.21,2.56,25,SC,23593,SANJAY KUMAR,BSP,2,M,Elephant,23595
Bihar,Nalanda,2014,16.00,33.88,64,GEN,312315,SATYA NAND SHARMA,LJP,40,M,Bungalow,312355
Bihar,Nalanda,2014,0.45,0.95,32,GEN,8757,DHIRENDRA KUMAR,JPS,0,M,Saw,8757
Bihar,Nalanda,2014,0.24,0.50,43,GEN,4613,NAYEB ALI,AITC,0,M,Flowers and,4613
Bihar,Nalanda,2014,0.12,0.25,58,GEN,2342,NIRAJ SHARMA,ravp,0,M,Scissors,2342
Bihar,Nalanda,2014,0.93,1.98,25,GEN,18212,PARNAV PRAKASH,AAAP,12,M,Broom,18224
Bihar,Nalanda,2014,0.14,0.30,45,GEN,2779,PRAMOD KUMAR,SaBP,0,M,Cup &,2779
Bihar,Nalanda,2014,0.11,0.24,52,GEN,2213,BHOLA SAO,KVD,0,M,Whistle,2213
Bihar,Nalanda,2014,0.22,0.46,40,SC,4236,MAHESH PASWAN,BBMP,0,M,Envelope,4236
Bihar,Nalanda,2014,0.24,0.50,65,GEN,4599,YOGENDRA PRASAD,BIP,1,M,Balloon,4600
Bihar,Nalanda,2014,0.69,1.45,35,GEN,13381,RAKESH RANJAN,RPI(A),0,M,Sewing,13381
Bihar,Nalanda,2014,0.35,0.74,44,GEN,6788,LALLU RAM,BMUP,0,M,Cot,6788
Bihar,Nalanda,2014,1.00,2.11,40,GEN,19477,SHASHI YADAV,CPI(ML),0,F,Flag with,19477
Bihar,Nalanda,2014,0.79,1.67,51,GEN,15370,SHAILESH KUMAR,APCP,0,M,Walking,15370
Bihar,Nalanda,2014,0.33,0.69,40,GEN,6346,AWADH KUMAR,IND,0,M,Bat,6346
Bihar,Nalanda,2014,0.38,0.81,40,GEN,7472,KAUSHAL KUMAR,IND,0,M,Auto-,7472
Bihar,Nalanda,2014,0.19,0.39,43,GEN,3620,NARESH PRASAD,IND,0,M,Gas,3620
Bihar,Nalanda,2014,0.31,0.66,48,GEN,6048,MUNNA PRASAD,IND,0,M,Letter Box,6048
Bihar,Nalanda,2014,0.11,0.24,38,GEN,2237,LATA SINHA,IND,0,F,Pressure,2237
Bihar,Nalanda,2014,0.13,0.28,25,GEN,2604,VISHWAJIT KUMAR,IND,0,M,Chappals,2604
Bihar,Patna,2014,11.31,24.93,58,GEN,219693,KUNAL SINGH,INC,407,M,Hand,220100
Bihar,Patna,2014,0.50,1.10,36,GEN,9660,GANESH SAW,BSP,31,M,Elephant,9691
Bihar,Patna,2014,4.68,10.31,71,GEN,90709,DR.GOPAL PRASAD,JD(U),315,M,Arrow,91024
Bihar,Patna,2014,24.97,55.04,67,GEN,484458,SHATRUGHANA SINHA,BJP,1447,M,Lotus,485905
Bihar,Patna,2014,0.56,1.23,46,GEN,10820,UMESH KUMAR,SP,16,M,Bicycle,10836
Bihar,Patna,2014,0.11,0.25,30,GEN,2164,GAJENDRA KUMAR,SaBP,2,M,Cup &,2166
Bihar,Patna,2014,0.15,0.34,44,GEN,3005,CHANDRA BHUSHAN,BMUP,10,M,Cot,3015
Bihar,Patna,2014,0.09,0.21,29,GEN,1831,JAUHAR AZAD,JDR,3,M,Bat,1834
Bihar,Patna,2014,0.84,1.86,56,GEN,16242,PARVEEN AMANULLAH,AAAP,139,F,Broom,16381
Bihar,Patna,2014,0.10,0.21,46,GEN,1854,PARWEZ AHMAD,LKJP,2,M,Almirah,1856
Bihar,Patna,2014,0.14,0.30,39,GEN,2681,DR. RAKESH DUTTA,BJKD,6,M,Candles,2687
Bihar,Patna,2014,0.13,0.28,46,GEN,2500,LAL BAHADUR SINGH,KVD,2,M,Whistle,2502
Bihar,Patna,2014,0.16,0.36,79,GEN,3177,SHREEKANT LABH,SJP(R),1,M,Battery,3178
Bihar,Patna,2014,0.13,0.28,48,SC,2474,ANIL KUMAR,IND,4,M,Gas,2478
Bihar,Patna,2014,0.15,0.33,43,GEN,2913,KUMAR RAJIV,IND,1,M,Coconut,2914
Bihar,Patna,2014,0.45,1.00,73,GEN,8834,GANGA VISHNU,IND,0,M,Ceiling Fan,8834
Bihar,Patna,2014,0.31,0.69,57,GEN,6057,NAND KISHORE SINGH,IND,0,M,Glass,6057
Bihar,Patna,2014,0.06,0.14,25,GEN,1242,VIJAY KUMAR SAHNI,IND,1,M,Television,1243
Bihar,Patna,2014,0.09,0.21,59,GEN,1834,SHYAM NANDAN,IND,0,M,Auto-,1834
Bihar,Pataliputra,2014,19.75,35.04,39,GEN,342478,MISHA BHARTI,RJD,462,F,Hurricane,342940
Bihar,Pataliputra,2014,5.60,9.93,69,GEN,97006,RANJAN PRASAD,JD(U),222,M,Arrow,97228
Bihar,Pataliputra,2014,0.99,1.76,41,SC,17170,RAJ KUMAR RAM,BSP,18,M,Elephant,17188
Bihar,Pataliputra,2014,22.08,39.16,53,GEN,382232,RAM KRIPAL YADAV,BJP,1030,M,Lotus,383262
Bihar,Pataliputra,2014,0.34,0.60,53,GEN,5852,ABINASH KUMAR,BJKD,2,M,Candles,5854
Bihar,Pataliputra,2014,0.32,0.58,57,GEN,5611,KUNDAN PRASAD,AAAP,26,M,Broom,5637
Bihar,Pataliputra,2014,0.13,0.23,41,GEN,2266,CHANDRA DEV,BMUP,2,M,Cot,2268
Bihar,Pataliputra,2014,0.14,0.25,56,GEN,2484,DEO KUMAR VERMA,RPI(A),0,M,Sewing,2484
Bihar,Pataliputra,2014,0.25,0.44,33,GEN,4301,NAGENDRA KUMAR,BVM,1,M,Basket,4302
Bihar,Pataliputra,2014,0.17,0.31,26,GEN,3015,MUKUL KUMAR,SaBP,0,M,Cup &,3015
Bihar,Pataliputra,2014,2.97,5.27,67,GEN,51590,RAMESHWAR PRASAD,CPI(ML),33,M,Flag with,51623
Bihar,Pataliputra,2014,0.47,0.84,46,GEN,8174,SHATRUDHAN SAW,BED,10,M,Cauliflower,8184
Bihar,Pataliputra,2014,0.36,0.64,41,GEN,6268,SUNIL KUMAR,SJP(R),1,M,Battery,6269
Bihar,Pataliputra,2014,0.31,0.55,40,GEN,5404,KUMAR INDRA,IND,8,M,Almirah,5412
Bihar,Pataliputra,2014,0.28,0.49,54,GEN,4804,JAI PRAKASH YADAV,IND,0,M,Helmet,4804
Bihar,Pataliputra,2014,0.96,1.70,37,GEN,16645,DURGESH NANDAN,IND,0,M,Gas,16645
Bihar,Pataliputra,2014,0.47,0.83,48,GEN,8083,NIRAJ KUMAR,IND,1,M,Balloon,8084
Bihar,Pataliputra,2014,0.15,0.26,63,SC,2520,PANCHAM LAL,IND,0,M,Ring,2520
Bihar,Pataliputra,2014,0.10,0.17,62,GEN,1697,MINENDRA KUMAR,IND,0,M,Batsman,1697
Bihar,Pataliputra,2014,0.26,0.47,45,GEN,4555,SUNIL KUMAR SINGH,IND,0,M,Scissors,4555
Bihar,Arrah,2014,4.16,8.50,49,GEN,75958,MEENA SINGH,JD(U),4,F,Arrow,75962
Bihar,Arrah,2014,0.42,0.85,59,SC,7636,RAMESH CHANDRA,BSP,1,M,Elephant,7637
