STATE,CONSTITUENCY,YEAR,% ELECTORS,% VOTES,AGE,CATEGORY,GENERAL VOTES,NAME,PARTY,POSTAL VOTES,SEX,SYMBOL,VOTES
Andhra Pradesh,Adilabad,2014,31.08,40.82,49,ST,425762,GODAM NAGESH,TRS,5085,M,Car,430847
Andhra Pradesh,Adilabad,2014,18.73,24.59,37,ST,257994,NARESH,INC,1563,M,Hand,259557
Andhra Pradesh,Adilabad,2014,13.29,17.45,48,ST,182879,RAMESH RATHOD,TDP,1319,M,Bicycle,184198
Andhra Pradesh,Adilabad,2014,6.81,8.94,55,ST,94363,RATHOD SADASHIV,BSP,57,M,Elephant,94420
Andhra Pradesh,Adilabad,2014,2.96,3.89,44,ST,41028,NETHAWATH RAMDAS,IND,4,M,Auto-,41032
Andhra Pradesh,Adilabad,2014,0.36,0.48,33,ST,5051,PAWAR KRISHNA,IND,4,M,Bat,5055
Andhra Pradesh,Adilabad,2014,0.35,0.45,53,ST,4780,BANKA SAHADEV,IND,7,M,Gas,4787
Andhra Pradesh,Adilabad,2014,0.64,0.84,40,ST,8842,MOSALI CHINNAIAH,IND,17,M,Almirah,8859
Andhra Pradesh,Peddapalle,2014,4.44,6.18,42,SC,63174,DR.JANAPATI SARAT,TDP,160,M,Bicycle,63334
Andhra Pradesh,Peddapalle,2014,0.66,0.92,37,SC,9430,TAGARAM SHANKAR,BSP,19,M,Elephant,9449
Andhra Pradesh,Peddapalle,2014,39.68,55.16,31,SC,563214,BALKA SUMAN,TRS,2282,M,Car,565496
Andhra Pradesh,Peddapalle,2014,19.25,26.76,56,SC,273441,G. VIVEKANAND,INC,897,M,Hand,274338
Andhra Pradesh,Peddapalle,2014,0.65,0.91,44,SC,9288,KALVALA SHANKAR,PPOI,2,M,Television,9290
Andhra Pradesh,Peddapalle,2014,0.60,0.84,37,SC,8609,KALVALA SANJEEV,RPI,0,M,Sewing,8609
Andhra Pradesh,Peddapalle,2014,0.16,0.22,58,SC,2245,BOTHA VENKATA,BCUF,0,M,Chappals,2245
Andhra Pradesh,Peddapalle,2014,0.21,0.29,50,SC,3020,J.V. RAJU,NIP,0,M,Cup &,3020
Andhra Pradesh,Peddapalle,2014,0.27,0.38,42,SC,3861,VENKATA SWAMY,MaSP,5,M,Ring,3866
Andhra Pradesh,Peddapalle,2014,3.23,4.48,57,SC,45976,VELTHURU MALLAIAH,RP(K),1,M,Auto-,45977
Andhra Pradesh,Peddapalle,2014,0.19,0.27,43,SC,2741,KAMILLA JAYA RAO,IND,1,M,Scissors,2742
Andhra Pradesh,Peddapalle,2014,0.23,0.32,65,SC,3263,GADDALA VINAY,IND,3,M,Ceiling Fan,3266
Andhra Pradesh,Peddapalle,2014,0.17,0.23,43,SC,2359,GORRE RAMESH,IND,2,M,Gas,2361
Andhra Pradesh,Peddapalle,2014,0.65,0.90,37,SC,9199,JINNA RAMADEVI,IND,0,F,Battery,9199
Andhra Pradesh,Peddapalle,2014,0.26,0.36,35,SC,3698,THALLAPALLI,IND,1,M,Candles,3699
Andhra Pradesh,Peddapalle,2014,0.51,0.71,30,SC,7255,BUPELLI NARAYANA,IND,3,M,Bat,7258
Andhra Pradesh,Peddapalle,2014,0.19,0.26,33,SC,2671,MOUTAM RAVINDER,IND,3,M,Almirah,2674
Andhra Pradesh,Karimnagar,2014,13.85,19.06,73,GEN,213836,CHENNAMANENI,BJP,992,M,Lotus,214828
Andhra Pradesh,Karimnagar,2014,19.39,26.68,47,GEN,298386,PONNAM PRABHAKAR,INC,2320,M,Hand,300706
Andhra Pradesh,Karimnagar,2014,0.31,0.42,42,GEN,4768,BURLA. RAVI,NCP,1,M,Clock,4769
Andhra Pradesh,Karimnagar,2014,0.73,1.00,53,SC,11289,B. LAXMAN,BSP,39,M,Elephant,11328
Andhra Pradesh,Karimnagar,2014,32.59,44.83,54,GEN,503197,VINOD KUMAR,TRS,2161,M,Car,505358
Andhra Pradesh,Karimnagar,2014,0.24,0.33,61,SC,3771,DR.DHARMAIAH,BMUP,1,M,Cot,3772
Andhra Pradesh,Karimnagar,2014,0.25,0.35,48,GEN,3942,L. PRABHAKAR REDDY,PPOI,1,M,Television,3943
Andhra Pradesh,Karimnagar,2014,0.20,0.27,44,GEN,3071,MEESALA RAJI REDDY,YSRCP,4,M,Ceiling Fan,3075
Andhra Pradesh,Karimnagar,2014,0.13,0.18,41,GEN,2061,RANAVENI LAKSHMAN,NIP,1,M,Cup &,2062
Andhra Pradesh,Karimnagar,2014,0.52,0.71,46,SC,8033,REDDI MALLA,RPI(A),1,M,Sewing,8034
Andhra Pradesh,Karimnagar,2014,2.53,3.49,58,GEN,39300,SHAIK MAHMOOD,WPOI,8,M,Auto-,39308
Andhra Pradesh,Karimnagar,2014,0.16,0.22,49,SC,2445,UPPULETI.LAXMAN,IND,0,M,Bat,2445
Andhra Pradesh,Karimnagar,2014,0.30,0.42,45,GEN,4727,KANDEM PRABHAKAR,IND,1,M,Gas Stove,4728
Andhra Pradesh,Karimnagar,2014,0.11,0.16,34,SC,1772,PULIKOTA RAMESH,IND,1,M,Battery,1773
Andhra Pradesh,Karimnagar,2014,0.18,0.24,26,GEN,2757,MALLESH YADAV,IND,0,M,Coconut,2757
Andhra Pradesh,Karimnagar,2014,0.43,0.60,45,GEN,6713,MOHAMMED AMJAD,IND,0,M,Kite,6713
Andhra Pradesh,Karimnagar,2014,0.25,0.34,41,GEN,3851,SRINIVAS REDDY,IND,0,M,Carrom,3851
Andhra Pradesh,Nizamabad,2014,15.06,21.79,51,GEN,222876,ENDALA,BJP,2457,M,Lotus,225333
Andhra Pradesh,Nizamabad,2014,29.36,42.48,36,GEN,435706,KALVAKUNTLA,TRS,3601,F,Car,439307
Andhra Pradesh,Nizamabad,2014,0.50,0.72,46,SC,7398,TALARI RAMULU,BSP,23,M,Elephant,7421
Andhra Pradesh,Nizamabad,2014,18.19,26.32,56,GEN,270948,MADHU YASKHI GOUD,INC,1175,M,Hand,272123
Andhra Pradesh,Nizamabad,2014,0.32,0.46,39,GEN,4791,ABDUL GANI,BCUF,0,M,Chappals,4791
Andhra Pradesh,Nizamabad,2014,0.24,0.35,53,GEN,3649,BANJA VEERAPPA,PPOI,2,M,Television,3651
Andhra Pradesh,Nizamabad,2014,2.93,4.24,47,GEN,43738,MALIK MOHTASIM,WPOI,76,M,Auto-,43814
Andhra Pradesh,Nizamabad,2014,0.18,0.25,39,GEN,2613,RAPELLY SRINIVAS,AAAP,8,M,Broom,2621
Andhra Pradesh,Nizamabad,2014,0.13,0.19,32,SC,1952,SAGAR SUDDALA,BMUP,26,M,Cot,1978
Andhra Pradesh,Nizamabad,2014,0.24,0.34,46,GEN,3508,SINGAREDDY,YSRCP,21,M,Ceiling Fan,3529
Andhra Pradesh,Nizamabad,2014,0.11,0.15,44,GEN,1599,ABDUL KAREEM KHAN,IND,2,M,Bat,1601
Andhra Pradesh,Nizamabad,2014,0.27,0.39,45,GEN,3988,KANDEM PRABHAKAR,IND,2,M,Gas Stove,3990
Andhra Pradesh,Nizamabad,2014,0.16,0.24,56,GEN,2458,KOTAPATI NARSIMHAM,IND,4,M,Gas,2462
Andhra Pradesh,Nizamabad,2014,0.19,0.27,66,GEN,2817,S. CHANDRAIAH,IND,0,M,Cup &,2817
Andhra Pradesh,Nizamabad,2014,0.21,0.30,40,GEN,3091,CHIRULINGADRULA,IND,0,M,Coconut,3091
Andhra Pradesh,Nizamabad,2014,0.54,0.79,49,ST,8129,BAGWAN B,IND,0,M,Almirah,8129
Andhra Pradesh,Zahirabad,2014,35.19,46.25,58,GEN,505983,B.B. PATIL,TRS,2678,M,Car,508661
Andhra Pradesh,Zahirabad,2014,10.90,14.32,44,GEN,156807,K.MADAN MOHAN RAO,TDP,690,M,Bicycle,157497
Andhra Pradesh,Zahirabad,2014,0.57,0.74,46,GEN,8165,SYED FEROZUDDIN,BSP,15,M,Elephant,8180
Andhra Pradesh,Zahirabad,2014,25.19,33.10,53,GEN,362939,SURESH KUMAR,INC,1091,M,Hand,364030
Andhra Pradesh,Zahirabad,2014,1.25,1.64,30,SC,18027,MARRI DURGESH,RPI(A),0,M,Sewing,18027
Andhra Pradesh,Zahirabad,2014,0.86,1.13,44,GEN,12369,MAHMOOD,YSRCP,14,M,Ceiling Fan,12383
Andhra Pradesh,Zahirabad,2014,0.23,0.30,53,GEN,3270,DR. SUNEEL KUMAR,AAAP,15,M,Broom,3285
Andhra Pradesh,Zahirabad,2014,0.16,0.21,45,GEN,2321,TANDALE AMBAJI RAO,IND,2,M,Slate,2323
Andhra Pradesh,Zahirabad,2014,0.33,0.44,43,GEN,4802,BENJAMIN RAJU,IND,2,M,Grapes,4804
Andhra Pradesh,Zahirabad,2014,0.31,0.40,45,GEN,4426,RAMA RAO,IND,0,M,Balloon,4426
Andhra Pradesh,Medak,2014,42.80,55.09,60,GEN,655484,KALVAKUNTLA,TRS,2008,M,Car,657492
Andhra Pradesh,Medak,2014,11.84,15.23,49,GEN,181177,CHAGANLA,BJP,627,M,Lotus,181804
Andhra Pradesh,Medak,2014,0.43,0.56,50,GEN,6633,Y. SHANKAR GOUD,BSP,10,M,Elephant,6643
Andhra Pradesh,Medak,2014,16.96,21.82,39,GEN,260202,DR.P. SHRAVAN,INC,261,M,Hand,260463
Andhra Pradesh,Medak,2014,0.33,0.42,59,GEN,5010,IQBAL ALI ZAFAR,MBT,0,M,Balloon,5010
Andhra Pradesh,Medak,2014,0.49,0.64,48,SC,7599,KOMPELLI,RPI(A),0,M,Sewing,7599
Andhra Pradesh,Medak,2014,0.77,0.98,45,GEN,11744,"PRABHUGOUD,",YSRCP,8,M,Ceiling Fan,11752
Andhra Pradesh,Medak,2014,0.21,0.28,62,GEN,3296,BOMMA BALESHAM,PPOI,1,M,Television,3297
Andhra Pradesh,Medak,2014,2.18,2.81,40,GEN,33507,KUNDETI. RAVI.,IND,0,M,Camera,33507
Andhra Pradesh,Medak,2014,0.21,0.27,49,GEN,3281,GAJABINKAR,IND,0,M,Basket,3281
Andhra Pradesh,Medak,2014,0.13,0.17,47,GEN,2050,GURJADA BHEERAIAH,IND,3,M,Coconut,2053
Andhra Pradesh,Medak,2014,0.19,0.25,43,GEN,2973,BALARAJU,IND,0,M,Carrom,2973
Andhra Pradesh,Medak,2014,0.29,0.37,37,SC,4441,MEKA. SUBBA RAO,IND,0,M,Cup &,4441
Andhra Pradesh,Malkajgiri,2014,0.19,0.38,48,GEN,6111,KARUNAKAR.R,BSP,22,M,Elephant,6133
Andhra Pradesh,Malkajgiri,2014,16.44,32.21,56,GEN,522423,CH.MALLA REDDY,TDP,933,M,Bicycle,523356
Andhra Pradesh,Malkajgiri,2014,7.34,14.37,60,GEN,232989,SARVEY,INC,541,M,Hand,233530
Andhra Pradesh,Malkajgiri,2014,15.56,30.48,47,GEN,493433,HANUMANTH RAO,TRS,1757,M,Car,495190
Andhra Pradesh,Malkajgiri,2014,4.97,9.74,58,GEN,157530,DR.JAYAPRAKASH,LSP,718,M,Whistle,158248
Andhra Pradesh,Malkajgiri,2014,0.25,0.49,39,GEN,7951,JAJULA BHASKAR,SHP,2,M,Auto-,7953
Andhra Pradesh,Malkajgiri,2014,3.62,7.09,60,GEN,114941,V.DINESH REDDY,YSRCP,280,M,Ceiling Fan,115221
Andhra Pradesh,Malkajgiri,2014,0.58,1.14,28,GEN,18535,DIVAKAR,AIMIM,9,M,Almirah,18544
Andhra Pradesh,Malkajgiri,2014,0.03,0.05,39,GEN,793,PADURI SRINIVAS,TLP,9,M,Gas,802
Andhra Pradesh,Malkajgiri,2014,0.13,0.25,39,GEN,4088,BANDI SUDHAKAR,JaSPa,7,M,Chappals,4095
Andhra Pradesh,Malkajgiri,2014,0.04,0.09,60,GEN,1388,MURARI.T.N,SHS,2,M,Bow &,1390
Andhra Pradesh,Malkajgiri,2014,0.02,0.04,40,GEN,593,SATHYANARAYANA,BCBDP,3,M,Candles,596
Andhra Pradesh,Malkajgiri,2014,0.02,0.03,60,GEN,527,SUTHARAPU,APRSSP,2,M,Batsman,529
Andhra Pradesh,Malkajgiri,2014,0.26,0.51,48,GEN,8264,DR.N.V.SUDHA KIRAN,AAAP,37,M,Broom,8301
Andhra Pradesh,Malkajgiri,2014,0.06,0.13,50,GEN,2048,SURAKANTI VENKAT,PPOI,1,M,Television,2049
Andhra Pradesh,Malkajgiri,2014,0.08,0.16,28,GEN,2675,ANJANEYULU.E,IND,2,M,Bat,2677
Andhra Pradesh,Malkajgiri,2014,0.07,0.14,35,GEN,2260,KANTE SAYANNA,IND,1,M,Stethoscope,2261
Andhra Pradesh,Malkajgiri,2014,0.05,0.10,56,GEN,1547,KOYALKAR BHOJ RAJ,IND,0,M,Basket,1547
Andhra Pradesh,Malkajgiri,2014,0.04,0.09,47,GEN,1416,GAJABINKAR,IND,0,M,Air,1416
Andhra Pradesh,Malkajgiri,2014,0.05,0.10,28,GEN,1693,DASARI BHARATH,IND,0,M,Cup &,1693
Andhra Pradesh,Malkajgiri,2014,0.42,0.81,50,GEN,13037,PROF. K.NAGESHWAR,IND,202,M,Telephone,13239
Andhra Pradesh,Malkajgiri,2014,0.04,0.08,60,GEN,1264,M.NAGESWARA RAO,IND,37,M,Letter Box,1301
Andhra Pradesh,Malkajgiri,2014,0.04,0.08,32,GEN,1325,PEESARI SATISH,IND,0,M,Harmonium,1325
Andhra Pradesh,Malkajgiri,2014,0.01,0.03,62,GEN,411,POTTURI TULASI DAS,IND,0,M,Walking,411
Andhra Pradesh,Malkajgiri,2014,0.02,0.03,28,GEN,495,POLISETTY KRISHNA,IND,1,M,Bottle,496
Andhra Pradesh,Malkajgiri,2014,0.18,0.35,40,GEN,5715,D.BIKSHAPATHI,IND,2,M,Camera,5717
Andhra Pradesh,Malkajgiri,2014,0.03,0.06,48,GEN,897,RAHUL PANDIT,IND,2,M,Battery,899
Andhra Pradesh,Malkajgiri,2014,0.03,0.06,28,GEN,1031,VATTIKUTI RAMARAO,IND,1,M,Pen Nib with,1032
Andhra Pradesh,Malkajgiri,2014,0.03,0.06,50,GEN,1025,M.T.VARUGHESE,IND,1,M,Gas Stove,1026
Andhra Pradesh,Malkajgiri,2014,0.02,0.05,48,GEN,775,B.VEERA,IND,0,M,Slate,775
Andhra Pradesh,Secundrabad,2014,9.69,18.27,53,GEN,183427,M.ANJAN KUMAR,INC,109,M,Hand,183536
Andhra Pradesh,Secundrabad,2014,0.15,0.28,47,GEN,2856,KHAJA KHALID ANWAR,BSP,7,M,Elephant,2863
Andhra Pradesh,Secundrabad,2014,23.15,43.62,66,GEN,437860,BANDARU,BJP,411,M,Lotus,438271
Andhra Pradesh,Secundrabad,2014,7.60,14.32,65,GEN,143696,T.BHEEMSEN,TRS,151,M,Car,143847
Andhra Pradesh,Secundrabad,2014,0.04,0.08,48,GEN,807,ABDUS SATTAR,ABML(S),2,M,Balloon,809
Andhra Pradesh,Secundrabad,2014,0.05,0.09,53,GEN,927,DR.N.S.UDAY KUMAR,pjdl,1,M,Television,928
Andhra Pradesh,Secundrabad,2014,0.03,0.05,52,GEN,474,KARANKOTE,AIFB,0,M,Lion,474
Andhra Pradesh,Secundrabad,2014,0.03,0.05,55,GEN,547,KUMAR CHOWDARY,sps,0,M,Bat,547
Andhra Pradesh,Secundrabad,2014,0.05,0.10,49,GEN,957,KHAJA SIRAJUDDIN,mmsp,2,M,Iron,959
Andhra Pradesh,Secundrabad,2014,0.59,1.11,61,SC,11162,CHAYA RATAN,AAAP,22,F,Broom,11184
Andhra Pradesh,Secundrabad,2014,0.10,0.18,39,SC,1813,B.DEEPAK KUMAR,RPI(KH),0,M,Candles,1813
Andhra Pradesh,Secundrabad,2014,7.66,14.44,47,GEN,145095,NARLA MOHAN RAO,AIMIM,25,M,Kite,145120
Andhra Pradesh,Secundrabad,2014,0.05,0.09,29,GEN,871,DR.MALATHI LATHA,JAP,2,F,Almirah,873
Andhra Pradesh,Secundrabad,2014,0.03,0.06,55,GEN,552,CH. MURAHARI,SUCI,2,M,Glass,554
Andhra Pradesh,Secundrabad,2014,0.04,0.08,35,GEN,784,MOHD IMTIAZ,IUML,2,M,Ladder,786
Andhra Pradesh,Secundrabad,2014,0.08,0.15,45,GEN,1494,RAGHU DESHABOINA,BMUP,2,M,Cot,1496
Andhra Pradesh,Secundrabad,2014,0.11,0.20,39,GEN,2057,J.RAMULU,RSP,1,M,Spade &,2058
Andhra Pradesh,Secundrabad,2014,0.03,0.06,49,ST,638,SHAKTHI SATYAVATHI,PPOI,0,F,Battery,638
Andhra Pradesh,Secundrabad,2014,0.19,0.37,42,GEN,3688,K. SRINIVASULU,JaSPa,3,M,Chappals,3691
Andhra Pradesh,Secundrabad,2014,2.39,4.50,44,GEN,45161,SYED SAJID ALI,YSRCP,26,M,Ceiling Fan,45187
Andhra Pradesh,Secundrabad,2014,0.14,0.26,53,GEN,2599,K.SAI KRISHNA,ICSP,4,M,Trumpet,2603
Andhra Pradesh,Secundrabad,2014,0.12,0.23,29,SC,2310,SONU SARSAL,TECPI,1,M,Auto-,2311
Andhra Pradesh,Secundrabad,2014,0.04,0.08,43,GEN,779,ANANTH RAO,IND,0,M,Pen Nib with,779
Andhra Pradesh,Secundrabad,2014,0.06,0.11,60,GEN,1143,AVULA,IND,1,M,Telephone,1144
Andhra Pradesh,Secundrabad,2014,0.02,0.03,41,GEN,291,MICHAEL DANIEL,IND,0,M,Pot,291
Andhra Pradesh,Secundrabad,2014,0.02,0.03,38,GEN,322,MOHD ABUBAKAR,IND,0,M,Gas,322
Andhra Pradesh,Secundrabad,2014,0.02,0.04,32,GEN,370,MOHAMMED RIZWAN,IND,0,M,Coconut,370
Andhra Pradesh,Secundrabad,2014,0.05,0.09,50,GEN,885,S. LAKSHMAN RAO,IND,1,M,Envelope,886
Andhra Pradesh,Secundrabad,2014,0.02,0.04,53,GEN,376,SYED MADANI QUADRI,IND,0,M,Bread,376
Andhra Pradesh,Secundrabad,2014,0.13,0.25,60,GEN,2480,B.SUBRAMANYAM,IND,1,M,Camera,2481
Andhra Pradesh,Hyderabad,2014,2.70,5.07,51,GEN,49301,S KRISHNA REDDY,INC,9,M,Hand,49310
Andhra Pradesh,Hyderabad,2014,17.08,32.05,61,GEN,311336,DR.BHAGAVANTH RAO,BJP,78,M,Lotus,311414
Andhra Pradesh,Hyderabad,2014,2.04,3.83,53,GEN,37190,RASHID SHAREEF,TRS,5,M,Car,37195
Andhra Pradesh,Hyderabad,2014,0.17,0.32,30,SC,3100,VENU GOPAL.P,BSP,0,M,Elephant,3100
Andhra Pradesh,Hyderabad,2014,28.19,52.88,43,GEN,513777,ASADUDDIN OWAISI,AIMIM,91,M,Kite,513868
Andhra Pradesh,Hyderabad,2014,0.09,0.16,45,GEN,1592,S.KHAJA MOINUDDIN,AIACP,1,M,Batsman,1593
Andhra Pradesh,Hyderabad,2014,0.03,0.06,49,GEN,598,JAYA VINDHYALA,SP(I),0,F,Battery,598
Andhra Pradesh,Hyderabad,2014,1.20,2.24,38,GEN,21796,BINGHI RAJASHEKAR,PPOI,0,M,Television,21796
Andhra Pradesh,Hyderabad,2014,0.59,1.11,36,GEN,10735,BODDU SAINATH,YSRCP,8,M,Ceiling Fan,10743
Andhra Pradesh,Hyderabad,2014,0.03,0.05,49,GEN,485,N.MAHENDER SINGH,NBNP,0,M,Dao,485
Andhra Pradesh,Hyderabad,2014,0.34,0.63,49,GEN,6118,LUBNA SARWATH,AAAP,0,F,Broom,6118
Andhra Pradesh,Hyderabad,2014,0.12,0.22,45,GEN,2101,SYED MUSTAFA,MBT,1,M,Bat,2102
Andhra Pradesh,Hyderabad,2014,0.04,0.07,52,GEN,728,MD OSMAN,IND,0,M,BELT,728
Andhra Pradesh,Hyderabad,2014,0.03,0.06,46,GEN,626,SHAIK MOIN,IND,0,M,Candles,626
Andhra Pradesh,Hyderabad,2014,0.04,0.08,56,GEN,740,SYED ABDUL GAFFER,IND,0,M,Gas,740
Andhra Pradesh,Hyderabad,2014,0.33,0.62,37,GEN,5992,M A HABEEB,IND,0,M,Carrom,5992
Andhra Pradesh,CHELVELLA,2014,19.91,32.90,54,GEN,431084,KONDA,TRS,3993,M,Car,435077
Andhra Pradesh,CHELVELLA,2014,16.17,26.71,31,GEN,352227,TULLA VEERENDER,TDP,976,M,Bicycle,353203
Andhra Pradesh,CHELVELLA,2014,16.57,27.38,34,GEN,360834,PATLOLLA KARTIK,INC,1220,M,Hand,362054
Andhra Pradesh,CHELVELLA,2014,0.35,0.58,46,GEN,7713,SAMALA RAVINDAR,BSP,19,M,Elephant,7732
Andhra Pradesh,CHELVELLA,2014,0.26,0.44,33,GEN,5787,KUMMARI GIRI,PPOI,2,M,Television,5789
Andhra Pradesh,CHELVELLA,2014,1.84,3.04,54,GEN,40069,KONDA RAGHAVA,YSRCP,66,M,Ceiling Fan,40135
Andhra Pradesh,CHELVELLA,2014,0.08,0.13,73,GEN,1737,DR.GOLLA RAMAIAH,TLP,28,M,Gas,1765
Andhra Pradesh,CHELVELLA,2014,2.60,4.30,37,GEN,56832,CHAN PASHA,ABML(S),3,M,Kite,56835
Andhra Pradesh,CHELVELLA,2014,0.13,0.22,70,GEN,2901,MD YUNUS MIYA,MCPI,3,M,Carrom,2904
Andhra Pradesh,CHELVELLA,2014,0.34,0.56,54,GEN,7433,REGATTE VENKAT,AAAP,29,M,Broom,7462
Andhra Pradesh,CHELVELLA,2014,0.06,0.11,45,GEN,1399,SYED,IUML,12,M,Ladder,1411
Andhra Pradesh,CHELVELLA,2014,0.12,0.19,61,GEN,2487,DR. P. SADHU,ICSP,58,M,Trumpet,2545
Andhra Pradesh,CHELVELLA,2014,0.10,0.17,61,GEN,2211,SUTHARAPU,APRSSP,3,M,Batsman,2214
Andhra Pradesh,CHELVELLA,2014,1.13,1.86,38,GEN,24650,G.MALLESHAM GOUD,IND,10,M,Auto-,24660
Andhra Pradesh,CHELVELLA,2014,0.09,0.16,47,GEN,2056,SANIKE RAM GOPAL,IND,2,M,Ring,2058
Andhra Pradesh,Mahbubnagar,2014,1.11,1.55,37,SC,15690,KADIRE KRISHNA,BSP,89,M,Elephant,15779
Andhra Pradesh,Mahbubnagar,2014,19.23,26.86,65,GEN,270102,DR. JANARDHAN,BJP,2689,M,Lotus,272791
Andhra Pradesh,Mahbubnagar,2014,23.38,32.66,72,GEN,330167,JAIPAL REDDY SUDINI,INC,1471,M,Hand,331638
Andhra Pradesh,Mahbubnagar,2014,23.56,32.91,60,GEN,332581,AP JITHENDER REDDY,TRS,1647,M,Car,334228
Andhra Pradesh,Mahbubnagar,2014,2.14,2.99,60,SC,30379,S.R.PREMAIAH,PPOI,9,M,Auto-,30388
Andhra Pradesh,Mahbubnagar,2014,0.64,0.90,44,GEN,9065,H.A. RAHMAN,YSRCP,40,M,Ceiling Fan,9105
Andhra Pradesh,Mahbubnagar,2014,0.32,0.45,44,GEN,4487,IBRAHIM SYED,IND,62,M,Almirah,4549
Andhra Pradesh,Mahbubnagar,2014,0.28,0.40,45,GEN,3983,DR. CHANDRA,IND,50,M,Stethoscope,4033
Andhra Pradesh,Mahbubnagar,2014,0.23,0.32,45,GEN,3242,S. SHIVA SHANKAR,IND,10,M,Air,3252
Andhra Pradesh,Nagarkurnool,2014,28.44,37.64,71,SC,419040,YELLAIAH NANDI,INC,1035,M,Hand,420075
Andhra Pradesh,Nagarkurnool,2014,12.41,16.43,63,SC,182734,BAKKANI NARSIMLU,TDP,618,M,Bicycle,183352
Andhra Pradesh,Nagarkurnool,2014,0.82,1.08,39,SC,12022,BAHADHUR SRINIVAS,BSP,67,M,Elephant,12089
Andhra Pradesh,Nagarkurnool,2014,27.31,36.14,63,SC,401212,DR. MANDA,TRS,2187,M,Car,403399
Andhra Pradesh,Nagarkurnool,2014,1.56,2.06,63,SC,22955,MAREDU GOPAL,YSRCP,30,M,Ceiling Fan,22985
Andhra Pradesh,Nagarkurnool,2014,3.70,4.90,39,SC,54675,BUDDULA SRINIVAS,IND,5,M,Auto-,54680
Andhra Pradesh,Nalgonda,2014,0.77,0.97,46,GEN,11503,KUNDARAPU RAMESH,BSP,14,M,Elephant,11517
Andhra Pradesh,Nalgonda,2014,31.59,39.62,60,GEN,467984,GUTHA SUKHENDER,INC,4109,M,Hand,472093
Andhra Pradesh,Nalgonda,2014,18.67,23.41,50,GEN,277433,TERA CHINNAPA,TDP,1504,M,Bicycle,278937
Andhra Pradesh,Nalgonda,2014,3.64,4.57,58,GEN,54157,NANDYALA NARSIMHA,CPM,266,M,"Hammer,",54423
Andhra Pradesh,Nalgonda,2014,17.44,21.87,50,GEN,257953,DR. PALLA,TRS,2724,M,Car,260677
Andhra Pradesh,Nalgonda,2014,2.64,3.31,64,GEN,39339,GUNNAM NAGI REDDY,YSRCP,46,M,Ceiling Fan,39385
Andhra Pradesh,Nalgonda,2014,0.15,0.19,42,GEN,2297,TEJAVATH BELLAIAH,AAAP,11,M,Broom,2308
Andhra Pradesh,Nalgonda,2014,0.30,0.38,39,GEN,4481,MANUPURI DAYA,PPOI,14,M,Television,4495
Andhra Pradesh,Nalgonda,2014,3.76,4.72,58,GEN,56256,MARRI NEHEMIAH,IND,3,M,Auto-,56259
Andhra Pradesh,Bhongir,2014,0.61,0.74,34,GEN,9023,ARVAPALLY AMBATI,BSP,6,M,Elephant,9029
Andhra Pradesh,Bhongir,2014,12.28,15.11,64,GEN,182849,INDRASENA REDDY,BJP,400,M,Lotus,183249
Andhra Pradesh,Bhongir,2014,27.99,34.44,46,GEN,416240,KOMATIREDDY,INC,1380,M,Hand,417620
Andhra Pradesh,Bhongir,2014,3.62,4.46,60,GEN,53973,CHERUPALLY,CPM,62,M,"Hammer,",54035
Andhra Pradesh,Bhongir,2014,30.03,36.95,55,GEN,446822,DR. BOORA NARSAIAH,TRS,1342,M,Car,448164
Andhra Pradesh,Bhongir,2014,0.37,0.46,60,GEN,5550,KAPILAVAI DILEEP,RLD,1,M,Hand Pump,5551
Andhra Pradesh,Bhongir,2014,0.16,0.19,41,GEN,2342,GUDURU JANARDHAN,JaSPa,0,M,Chappals,2342
Andhra Pradesh,Bhongir,2014,0.17,0.21,45,GEN,2598,GUAHATI MOTHILAL,AIMIM,2,M,Kite,2600
Andhra Pradesh,Bhongir,2014,0.12,0.15,44,GEN,1852,NAGULA SRINIVAS,MaSP,6,M,Scissors,1858
Andhra Pradesh,Bhongir,2014,0.46,0.56,32,SC,6846,BOILLA NARENDER,RPI(A),1,M,Sewing,6847
Andhra Pradesh,Bhongir,2014,1.80,2.21,42,GEN,26805,NAVULLA MALLA,IND,0,M,Coconut,26805
Andhra Pradesh,Bhongir,2014,0.52,0.64,60,GEN,7720,RAVULAPALLY,IND,1,M,Television,7721
Andhra Pradesh,Bhongir,2014,2.35,2.89,45,GEN,35004,VARIKUPPALA,IND,0,M,Auto-,35004
Andhra Pradesh,Warangal,2014,43.03,56.23,63,SC,658828,KADIYAM SRIHARI,TRS,2811,M,Car,661639
Andhra Pradesh,Warangal,2014,0.62,0.81,49,SC,9489,GANNARAPU,BSP,47,M,Elephant,9536
Andhra Pradesh,Warangal,2014,12.17,15.90,55,SC,186742,PARAMESHWAR,BJP,397,M,Lotus,187139
Andhra Pradesh,Warangal,2014,17.50,22.87,61,SC,268450,RAJAIAH SIRICILLA,INC,615,M,Hand,269065
Andhra Pradesh,Warangal,2014,0.36,0.47,44,SC,5561,CHINTHA SWAMY,AAAP,8,M,Broom,5569
Andhra Pradesh,Warangal,2014,0.48,0.62,44,SC,7350,THUPPARI,PPOI,0,M,Television,7350
Andhra Pradesh,Warangal,2014,0.15,0.19,36,SC,2257,VENKANNA KANNAM,MCPI,1,M,Carrom,2258
